feature_id,domain,capability,current_status,gap_type,user_value,risk,dependency,effort,release_scope,target_wave,blocker,recommended_action,source_commit,last_verified
F-D15-legal-hold,ENTERPRISE GOVERNANCE,legal hold,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-enterprise-sso,ENTERPRISE GOVERNANCE,enterprise SSO,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-scim,ENTERPRISE GOVERNANCE,SCIM,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-support-admin-safeguards,ENTERPRISE GOVERNANCE,support/admin safeguards,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D15-separation-of-duties,ENTERPRISE GOVERNANCE,separation of duties.,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-plans,BILLING AND MARKETPLACE,plans,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-subscriptions,BILLING AND MARKETPLACE,subscriptions,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-billing,BILLING AND MARKETPLACE,billing,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-invoices,BILLING AND MARKETPLACE,invoices,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-taxes,BILLING AND MARKETPLACE,taxes,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_1,implementation and end-to-end evidence,implement in WAVE_1 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-coupons,BILLING AND MARKETPLACE,coupons,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-trials,BILLING AND MARKETPLACE,trials,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-usage,BILLING AND MARKETPLACE,usage,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-entitlements,BILLING AND MARKETPLACE,entitlements,PARTIAL,implementation-evidence-gap,MEDIUM,MEDIUM,FOUNDATION,M,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-creator-onboarding,BILLING AND MARKETPLACE,creator onboarding,PROTOTYPE,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_6,implementation and end-to-end evidence,implement in WAVE_6 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-seller-verification,BILLING AND MARKETPLACE,seller verification,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_6,implementation and end-to-end evidence,implement in WAVE_6 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-listings,BILLING AND MARKETPLACE,listings,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_6,implementation and end-to-end evidence,implement in WAVE_6 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-licensing,BILLING AND MARKETPLACE,licensing,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-downloads,BILLING AND MARKETPLACE,downloads,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-updates,BILLING AND MARKETPLACE,updates,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-rollbacks,BILLING AND MARKETPLACE,rollbacks,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-reviews,BILLING AND MARKETPLACE,reviews,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_6,implementation and end-to-end evidence,implement in WAVE_6 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-moderation,BILLING AND MARKETPLACE,moderation,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-payouts,BILLING AND MARKETPLACE,payouts,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_6,implementation and end-to-end evidence,implement in WAVE_6 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-refunds,BILLING AND MARKETPLACE,refunds,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-disputes,BILLING AND MARKETPLACE,disputes,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_6,implementation and end-to-end evidence,implement in WAVE_6 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-revenue-share,BILLING AND MARKETPLACE,revenue share,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D16-marketplace-analytics,BILLING AND MARKETPLACE,marketplace analytics.,PLANNED,implementation-evidence-gap,MEDIUM,HIGH,SECURITY,PROGRAM,POST_BETA,WAVE_6,implementation and end-to-end evidence,implement in WAVE_6 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-rest-api,DEVELOPER PLATFORM AND SDK,REST API,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-websocket-api,DEVELOPER PLATFORM AND SDK,WebSocket API,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-api-keys,DEVELOPER PLATFORM AND SDK,API keys,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-oauth-apps,DEVELOPER PLATFORM AND SDK,OAuth apps,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_4,implementation and end-to-end evidence,implement in WAVE_4 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-sdks,DEVELOPER PLATFORM AND SDK,SDKs,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-python-sdk,DEVELOPER PLATFORM AND SDK,Python SDK,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-javascript-typescript-sdk,DEVELOPER PLATFORM AND SDK,JavaScript/TypeScript SDK,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-mql-export,DEVELOPER PLATFORM AND SDK,MQL export,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-pine-export,DEVELOPER PLATFORM AND SDK,Pine export,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-ctrader-export,DEVELOPER PLATFORM AND SDK,cTrader export,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-strategy-manifest,DEVELOPER PLATFORM AND SDK,strategy manifest,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_5,implementation and end-to-end evidence,implement in WAVE_5 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-extension-platform,DEVELOPER PLATFORM AND SDK,extension platform,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-widgets,DEVELOPER PLATFORM AND SDK,widgets,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-developer-portal,DEVELOPER PLATFORM AND SDK,developer portal,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-examples,DEVELOPER PLATFORM AND SDK,examples,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-sandbox,DEVELOPER PLATFORM AND SDK,sandbox,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D17-usage-analytics,DEVELOPER PLATFORM AND SDK,usage analytics.,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-provider-adapter-interface,DATA MESH AND PROVIDER RUNTIME,provider adapter interface,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-source-registry,DATA MESH AND PROVIDER RUNTIME,source registry,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-schema-validation,DATA MESH AND PROVIDER RUNTIME,schema validation,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-canonical-mapping,DATA MESH AND PROVIDER RUNTIME,canonical mapping,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-normalization,DATA MESH AND PROVIDER RUNTIME,normalization,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-quality-checks,DATA MESH AND PROVIDER RUNTIME,quality checks,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-lineage,DATA MESH AND PROVIDER RUNTIME,lineage,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-freshness,DATA MESH AND PROVIDER RUNTIME,freshness,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-confidence,DATA MESH AND PROVIDER RUNTIME,confidence,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-caching,DATA MESH AND PROVIDER RUNTIME,caching,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-retries,DATA MESH AND PROVIDER RUNTIME,retries,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-circuit-breakers,DATA MESH AND PROVIDER RUNTIME,circuit breakers,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-quotas,DATA MESH AND PROVIDER RUNTIME,quotas,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-kill-switches,DATA MESH AND PROVIDER RUNTIME,kill switches,IMPLEMENTED_DETERMINISTIC_LOCAL,none/foundation,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,,preserve and extend with tests,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-fallbacks,DATA MESH AND PROVIDER RUNTIME,fallbacks,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-provider-health,DATA MESH AND PROVIDER RUNTIME,provider health,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-reconciliation,DATA MESH AND PROVIDER RUNTIME,reconciliation,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D18-correction-events,DATA MESH AND PROVIDER RUNTIME,correction events.,PARTIAL,implementation-evidence-gap,HIGH,MEDIUM,FOUNDATION,M,PUBLIC_BETA_MUST,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-canonical-instruments,INSTRUMENT MASTER AND REFERENCE DATA,canonical instruments,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-symbols,INSTRUMENT MASTER AND REFERENCE DATA,symbols,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-venues,INSTRUMENT MASTER AND REFERENCE DATA,venues,PROTOTYPE,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,M,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-isin,INSTRUMENT MASTER AND REFERENCE DATA,ISIN,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-figi-where-licensed,INSTRUMENT MASTER AND REFERENCE DATA,FIGI where licensed,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-cusip-where-licensed,INSTRUMENT MASTER AND REFERENCE DATA,CUSIP where licensed,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_1,implementation and end-to-end evidence,implement in WAVE_1 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-sedol-where-licensed,INSTRUMENT MASTER AND REFERENCE DATA,SEDOL where licensed,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-crypto-contract-addresses,INSTRUMENT MASTER AND REFERENCE DATA,crypto contract addresses,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-futures-contracts,INSTRUMENT MASTER AND REFERENCE DATA,futures contracts,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-options-contracts,INSTRUMENT MASTER AND REFERENCE DATA,options contracts,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_7,implementation and end-to-end evidence,implement in WAVE_7 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-symbol-changes,INSTRUMENT MASTER AND REFERENCE DATA,symbol changes,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-currencies,INSTRUMENT MASTER AND REFERENCE DATA,currencies,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-units,INSTRUMENT MASTER AND REFERENCE DATA,units,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-calendars,INSTRUMENT MASTER AND REFERENCE DATA,calendars,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-timezones,INSTRUMENT MASTER AND REFERENCE DATA,timezones,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-classifications,INSTRUMENT MASTER AND REFERENCE DATA,classifications,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,L,POST_BETA,WAVE_2,implementation and end-to-end evidence,implement in WAVE_2 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
F-D19-delistings,INSTRUMENT MASTER AND REFERENCE DATA,delistings.,PLANNED,implementation-evidence-gap,MEDIUM,MEDIUM,DATABASE,PROGRAM,POST_BETA,WAVE_6,implementation and end-to-end evidence,implement in WAVE_6 with frontend/backend/data/security/tests together,eafb11719e67135c7a6fa3b15e1170c5192e4771,2026-07-29T15:49:53+05:30
