feature_id,domain_id,domain,capability,aliases,status,frontend_status,backend_status,data_status,persistence_status,security_status,provider,route,api,database_entity,event_worker,tests,evidence,blocker,dependency,target_wave,owner,user_value,risk,effort,release_scope,public_beta_safe,last_verified,source_commit,notes
F-D01-seo,D01,PUBLIC DISCOVERY,SEO,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D01-social-previews,D01,PUBLIC DISCOVERY,social previews,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_6,unassigned,MEDIUM,MEDIUM,PROGRAM,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D01-share-links,D01,PUBLIC DISCOVERY,share links,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D01-public-embeds,D01,PUBLIC DISCOVERY,public embeds.,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-prices,D02,ASSET INTELLIGENCE,prices,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-returns,D02,ASSET INTELLIGENCE,returns,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-market-capitalization,D02,ASSET INTELLIGENCE,market capitalization,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-supply,D02,ASSET INTELLIGENCE,supply,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-volume,D02,ASSET INTELLIGENCE,volume,D03:CHARTS AND TECHNICAL ANALYSIS,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-liquidity,D02,ASSET INTELLIGENCE,liquidity,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-volatility,D02,ASSET INTELLIGENCE,volatility,D06:PERFORMANCE ATTRIBUTION AND RISK,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_1,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-fundamentals,D02,ASSET INTELLIGENCE,fundamentals,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-valuation,D02,ASSET INTELLIGENCE,valuation,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-financial-statements,D02,ASSET INTELLIGENCE,financial statements,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-ratios,D02,ASSET INTELLIGENCE,ratios,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-ownership,D02,ASSET INTELLIGENCE,ownership,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-analyst-estimates,D02,ASSET INTELLIGENCE,analyst estimates,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-corporate-actions,D02,ASSET INTELLIGENCE,corporate actions,D05:PORTFOLIO AND WEALTH|D19:INSTRUMENT MASTER AND REFERENCE DATA,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-dividends,D02,ASSET INTELLIGENCE,dividends,D05:PORTFOLIO AND WEALTH,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-splits,D02,ASSET INTELLIGENCE,splits,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-earnings,D02,ASSET INTELLIGENCE,earnings,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-filings,D02,ASSET INTELLIGENCE,filings,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-events,D02,ASSET INTELLIGENCE,events,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-peers,D02,ASSET INTELLIGENCE,peers,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-factors,D02,ASSET INTELLIGENCE,factors,D09:QUANT RESEARCH,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-sentiment,D02,ASSET INTELLIGENCE,sentiment,"D07:RESEARCH, DOCUMENTS AND NEWS",PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-news,D02,ASSET INTELLIGENCE,news,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,PROVIDER,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-risk,D02,ASSET INTELLIGENCE,risk,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D02-evidence-lineage,D02,ASSET INTELLIGENCE,evidence lineage.,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,HIGH,MEDIUM,M,PUBLIC_BETA_MUST,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D03-candlestick,D03,CHARTS AND TECHNICAL ANALYSIS,candlestick,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,M,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D03-line,D03,CHARTS AND TECHNICAL ANALYSIS,line,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,M,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D03-area,D03,CHARTS AND TECHNICAL ANALYSIS,area,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,M,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D03-ohlc,D03,CHARTS AND TECHNICAL ANALYSIS,OHLC,,PROTOTYPE,PROTOTYPE,PARTIAL,SIMULATED,PARTIAL,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,M,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D03-heikin-ashi,D03,CHARTS AND TECHNICAL ANALYSIS,Heikin Ashi,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
F-D03-renko-where-supported,D03,CHARTS AND TECHNICAL ANALYSIS,Renko where supported,,PLANNED,PLANNED,PLANNED,UNAVAILABLE,UNAVAILABLE,PARTIAL,none/local or TBD,TBD/mapped in route inventory,TBD/mapped in API inventory,TBD/mapped in DB inventory,TBD/mapped in worker inventory,see QELLY_TEST_COVERAGE_MATRIX.csv,exact source audit; registry/route presence is not completion,implementation and end-to-end evidence,DATABASE,WAVE_2,unassigned,MEDIUM,MEDIUM,L,POST_BETA,yes,2026-07-29T15:49:53+05:30,eafb11719e67135c7a6fa3b15e1170c5192e4771,Conservative classification; no feature-count inflation.
